adminID,orderID,productID,name,description,price,imageID
1,26,26,SolarSculpt Outdoor Sculpture,All-in-one indoor plant kit for easy and vibrant plant care,517423.91,26
1,27,27,VivaView Binoculars,Smart fitness scale for tracking weight and body metrics,449135.91,27
1,28,28,TerraTrek Camping Tent,Stylish jewelry organizer for keeping your accessories in order,524443.02,28
1,29,29,SonicScape Electric Guitar,Smart mirror with interactive features for a futuristic grooming experience,87728.25,29
1,30,30,AquaAlign Posture Corrector,Revitalizing shower head for a spa-like shower experience,359198.95,30
1,31,31,UrbanGourmet Kitchen Knife Set,Precision gaming mouse for enhanced gaming performance,388340.38,31
1,32,32,ZenNourish Vegan Protein Powder,Insulated travel mug to keep your beverages hot or cold,780576.62,32
1,33,33,SparkSwift Electric Scooter,High-resolution 4K monitor for crystal-clear visuals,65504.9,33
1,34,34,NovaGlide Electric Razor,Lightweight and comfortable running shoes for active individuals,168509.1,34
1,35,35,HydroBloom Indoor Plant Kit,Compact drone with advanced features for aerial photography and fun,460397.49,35
1,36,36,SolarSync Portable Charger,Meditation cushion for comfortable and mindful meditation sessions,217963.3,36
1,37,37,UrbanZen Meditation Cushion,Virtual reality headset for immersive gaming and experiences,376842.99,37
1,38,38,QuantumDrive Laptop,Versatile resistance bands for effective strength training workouts,312643.55,38
1,39,39,TerraTrack GPS Navigation Device,Stylish desk organizer for a clutter-free and organized workspace,933094.2,39
1,40,40,SnugFit Memory Foam Pillow,Organic skincare set for a natural and radiant complexion,790811.43,40
1,41,41,SkyStrive Kite,Electric scooter for convenient and eco-friendly urban commuting,90200.1,41
1,42,42,SonicScape Electric Guitar,Solar-powered outdoor lights for energy-efficient illumination,131919.83,42
1,43,43,QuantumDrive Laptop,Durable and comfortable hiking boots for outdoor adventures,453095.21,43
1,44,44,BioGlow Organic Skincare Set,Smart pet feeder for scheduled and controlled pet feeding,10996.77,44
1,45,45,EchoGlide Roller Skates,3D printer for bringing your creative ideas to life,518721.79,45
1,46,46,SonicScape Electric Guitar,Adjustable standing desk for a healthier and ergonomic work setup,11410.45,46
1,47,47,EchoSprint Running Shoes,Plush and luxurious spa towel set for a pampering experience,750783.7,47
1,48,48,NeoPulse Gaming Mouse,Powerful blender for smooth and delicious smoothies and shakes,888261.03,48
1,49,49,EchoWave Smart Home Security System,Gaming console for high-quality gaming experiences,892333.24,49
1,50,50,QuantumQuell Stress Ball,Artistic city map prints for stylish home decor,264895.94,50
1,51,51,SolarSurge Portable Power Station,Solar-powered charger for on-the-go eco-friendly charging,57913.01,51
1,52,52,TechRover Robot Vacuum,Efficient salad spinner for quick and easy salad preparation,822367.64,52
1,53,53,QuantumQuest Adventure Backpack,Classic roller skates for a fun and nostalgic skating experience,653973.41,53
1,54,54,ZenithFlow Desk Organizer,Engaging board game for exciting adventures and challenges,785788.42,54
1,55,55,HydroBloom Indoor Plant Kit,Inflatable kayak for thrilling water adventures,811276.41,55
1,56,56,QuantumQuest Board Game,Portable beach umbrella for shade and relaxation under the sun,179107.56,56
1,57,57,EchoEssence Essential Oil Set,High-quality kitchen knife set for precision and durability,442116.89,57
1,58,58,StellarSplash Waterproof Bluetooth Speaker,Aromatherapy necklace with stylish gemstone accents,965959.76,58
1,59,59,PulsePower Jump Rope,Percussive massage gun for muscle recovery and relaxation,254409.56,59
1,60,60,SkySail Travel Backpack,Telescope for stargazing and exploring the wonders of the night sky,429211.96,60
1,61,61,EcoFusion Bamboo Cutting Board,Artistic outdoor sculpture powered by solar energy,548032.17,61
1,62,62,PuraPure Air Freshener,High-performance binoculars for clear and detailed observation,542096.54,62
1,63,63,SkySculpt Standing Desk,Insulated water bottle for keeping your drinks cold or hot,759343.04,63
1,64,64,UrbanUplift Standing Desk Converter,Ergonomic and adjustable desk chair for comfortable seating,226675.69,64
1,65,65,AquaLuxe Spa Towel Set,Recycled glassware set for sustainable and stylish drinking,685080.14,65
1,66,66,SwiftServe Salad Spinner,Space-themed art print for cosmic-inspired decor,90505.0,66
1,67,67,SkySculpt Standing Desk,Electric guitar for aspiring musicians and seasoned players,109317.32,67
1,68,68,SolarScape Outdoor Lights,Durable and spacious camping tent for outdoor enthusiasts,754899.04,68
1,69,69,NovaGlide Electric Razor,Virtual reality gaming system for an immersive gaming experience,163777.1,69
1,70,70,SolarSprint Solar-Powered Charger,Challenging puzzle for hours of entertainment and brain stimulation,327205.88,70
1,71,71,SolarSculpt Outdoor Sculpture,Posture corrector for improved posture and back support,933476.72,71
1,72,72,SunSavor Beach Umbrella,Lightweight and breathable running jacket for active lifestyles,303328.07,72
1,73,73,SolarSculpt Outdoor Sculpture,Adjustable jump rope for an effective and fun cardio workout,193380.88,73
1,74,74,FitSync Smart Fitness Scale,Colorful kite for outdoor fun and recreational flying,888965.89,74
1,75,75,PixelVue 4K Monitor,Essential oil set for aromatherapy and relaxation,204584.51,75
1,76,76,AquaLuxe Spa Towel Set,Garden wind spinner powered by solar energy for visual delight,892191.22,76
1,77,77,PulsePoint Acupressure Mat,Vegan protein powder for a plant-powered and nutritious boost,521050.86,77
1,78,78,AeroSwift Drone,Facial cleansing brush for deep and gentle skincare,117876.62,78
1,79,79,UrbanHarmony Noise-Canceling Headphones,Stylish writing journal for jotting down thoughts and ideas,311447.34,79
1,80,80,SparkFlare Smart LED Bulbs,Fire starter kit for hassle-free campfires and outdoor cooking,528209.18,80
1,81,81,PuraPlush Luxury Bathrobe,Plush and luxurious bathrobe for ultimate comfort,21883.43,81
1,82,82,SolarSurge Portable Power Station,Portable fire pit for cozy and enjoyable outdoor gatherings,206381.53,82
1,83,83,EchoElegance Silk Pillowcases,Watercolor paint set for artistic expression and creativity,188499.5,83
1,84,84,AquaAdventures Kayak,Retro arcade console for nostalgic gaming experiences,547452.29,84
1,85,85,PixelPulse VR Gaming System,Embroidery kit for crafting beautiful and personalized designs,790921.87,85
1,86,86,AquaAura Crystal-infused Water Bottle,Flower arranging kit for creating stunning floral arrangements,111397.39,86
1,87,87,SwiftStream Fishing Rod,GPS navigation device for accurate and reliable tracking.,483731.85,87
1,88,88,EchoSprint Running Shoes,High-tech smartwatch with advanced health monitoring features,17007.97,88
1,89,89,SkyStrive Kite,Powerful and sleek laptop for seamless productivity and entertainment,192075.89,89
1,90,90,EchoEssence Essential Oil Set,Premium coffee maker for rich and aromatic brews at home,749796.26,90
1,91,91,SnapFresh Garden Tools Set,Wireless earbuds with fast charging for on-the-go music enthusiasts,887808.82,91
1,92,92,EchoEssence Essential Oil Set,Smart water bottle that glows to remind you to stay hydrated,765982.17,92
1,93,93,PuraPlush Luxury Bathrobe,Versatile fitness band for tracking workouts and achieving fitness goals,886537.73,93
1,94,94,EcoVista Recycled Glassware Set,Energy-efficient smart thermostat for home climate control,557841.01,94
1,95,95,QuantumQuench Water Bottle,Noise-canceling headphones for immersive audio experiences,64134.29,95
1,96,96,EchoElegance Silk Pillowcases,Luxurious massage chair for ultimate relaxation and stress relief,768179.49,96
1,97,97,AquaArts Watercolor Paint Set,Smart LED bulbs with customizable lighting for any mood,890170.61,97
1,98,98,PixelPlay Retro Arcade Console,Eco-friendly bamboo cutting board for sustainable kitchen practices,82204.51,98
1,99,99,SolarSurge Portable Power Station,Air purifier with advanced filtration for clean and fresh indoor air,180769.92,99
1,100,100,StellarSplash Waterproof Bluetooth Speaker,Portable charger powered by solar energy for eco-friendly charging,798720.98,100
1,101,101,SonicScape Electric Guitar,Aromatherapy diffuser for creating a calming and soothing atmosphere,310109.98,101
1,102,102,SnugFit Memory Foam Pillow,Memory foam pillow for optimal comfort and neck support,7053.18,102
1,103,103,TurboFlex Blender,High-performance electric razor for a smooth and precise shave,226698.12,103
1,104,104,AquaRevive Shower Head,Protein bars for a delicious and nutritious on-the-go snack,406698.36,104
1,105,105,AquaLuxe Spa Towel Set,Comprehensive garden tools set for effortless gardening,752407.78,105
1,106,106,PixelPulse VR Gaming System,Professional DSLR camera for capturing stunning photos and videos,498850.43,106
1,107,107,SunSavor Beach Umbrella,Durable and spacious travel backpack for all your adventures,205582.97,107
1,108,108,TurboFlex Blender,Compact Bluetooth speaker with powerful and clear sound,826319.22,108
1,109,109,PuraPet Smart Pet Feeder,Comfortable sleep mask for a restful and undisturbed night's sleep,928960.84,109
1,110,110,UrbanHarmony Noise-Canceling Headphones,Smart home security system for peace of mind,85909.3,110
1,111,111,UrbanSprint Running Jacket,Non-slip and eco-friendly yoga mat for the perfect practice,447552.41,111
1,112,112,UrbanUplift Standing Desk Converter,Smart robot vacuum for automated and efficient cleaning,684546.39,112
1,113,113,PulsePoint Acupressure Mat,All-in-one indoor plant kit for easy and vibrant plant care,338067.15,113
1,114,114,NovaQuest Telescope,Smart fitness scale for tracking weight and body metrics,183409.47,114
1,115,115,VivaGlow Facial Cleansing Brush,Stylish jewelry organizer for keeping your accessories in order,78384.96,115
1,116,116,PowerPulse Massage Gun,Smart mirror with interactive features for a futuristic grooming experience,726167.63,116
1,117,117,EcoFusion Bamboo Cutting Board,Revitalizing shower head for a spa-like shower experience,624136.41,117
1,118,118,SonicBoost Bluetooth Speaker,Precision gaming mouse for enhanced gaming performance,779301.58,118
1,119,119,PulsePower Jump Rope,Insulated travel mug to keep your beverages hot or cold,565719.52,119
1,120,120,SonicBoost Bluetooth Speaker,High-resolution 4K monitor for crystal-clear visuals,2101.81,120
1,121,121,VivaView Binoculars,Lightweight and comfortable running shoes for active individuals,860208.56,121
1,122,122,SonicScape Electric Guitar,Compact drone with advanced features for aerial photography and fun,601693.16,122
1,123,123,BlazeTrail Hiking Boots,Meditation cushion for comfortable and mindful meditation sessions,815899.82,123
1,124,124,QuantumQuench Water Bottle,Virtual reality headset for immersive gaming and experiences,140047.91,124
1,125,125,TerraTrek Camping Tent,Versatile resistance bands for effective strength training workouts,125007.66,125
1,126,126,PuraPet Smart Pet Feeder,Stylish desk organizer for a clutter-free and organized workspace,626131.75,126
1,127,127,VivaGlow Facial Cleansing Brush,Organic skincare set for a natural and radiant complexion,641189.88,127
1,128,128,EchoGlide Roller Skates,Electric scooter for convenient and eco-friendly urban commuting,111114.46,128
1,129,129,PowerPetal Flower Arranging Kit,Solar-powered outdoor lights for energy-efficient illumination,276809.74,129
1,130,130,SparkSwift Electric Scooter,Durable and comfortable hiking boots for outdoor adventures,142776.68,130
1,131,131,StellarSculpt Space-themed Art Print,Smart pet feeder for scheduled and controlled pet feeding,961941.11,131
1,132,132,QuantumQuell Stress Ball,3D printer for bringing your creative ideas to life,412374.17,132
1,133,133,TurboFlex Blender,Adjustable standing desk for a healthier and ergonomic work setup,619176.85,133
1,134,134,DreamDaze Sleep Mask,Plush and luxurious spa towel set for a pampering experience,491903.38,134
1,135,135,PulsePoint Acupressure Mat,Powerful blender for smooth and delicious smoothies and shakes,191070.14,135
1,136,136,PowerPetal Flower Arranging Kit,Gaming console for high-quality gaming experiences,987840.71,136
1,137,137,VentiCool Air Purifier,Artistic city map prints for stylish home decor,957665.33,137
1,138,138,PowerPulse Massage Gun,Solar-powered charger for on-the-go eco-friendly charging,288484.94,138
1,139,139,AquaAdventures Kayak,Efficient salad spinner for quick and easy salad preparation,67983.02,139
1,140,140,AquaArts Watercolor Paint Set,Classic roller skates for a fun and nostalgic skating experience,250608.89,140
1,141,141,SonicStitch Embroidery Kit,Engaging board game for exciting adventures and challenges,222396.45,141
1,142,142,SolarSync Portable Charger,Inflatable kayak for thrilling water adventures,360831.09,142
1,143,143,SolarSwirl Garden Wind Spinner,Portable beach umbrella for shade and relaxation under the sun,721032.95,143
1,144,144,UrbanScape City Map Art,High-quality kitchen knife set for precision and durability,281652.8,144
1,145,145,EchoSprint Running Shoes,Aromatherapy necklace with stylish gemstone accents,866276.22,145
1,146,146,AquaRevive Shower Head,Percussive massage gun for muscle recovery and relaxation,787288.15,146
1,147,147,QuantumQuench Water Bottle,Telescope for stargazing and exploring the wonders of the night sky,690712.06,147
1,148,148,StellarSplash Waterproof Bluetooth Speaker,Artistic outdoor sculpture powered by solar energy,449150.9,148
1,149,149,SolarSync Portable Charger,High-performance binoculars for clear and detailed observation,559776.84,149
1,150,150,SwiftServe Salad Spinner,Insulated water bottle for keeping your drinks cold or hot,573416.16,150
1,151,151,VivaGlow Facial Cleansing Brush,Ergonomic and adjustable desk chair for comfortable seating,155748.39,151
1,152,152,PixelCraft DSLR Camera,Recycled glassware set for sustainable and stylish drinking,894444.63,152
1,153,153,PuraPure Air Freshener,Space-themed art print for cosmic-inspired decor,57642.6,153
1,154,154,SwiftShift Adjustable Desk Chair,Electric guitar for aspiring musicians and seasoned players,848829.14,154
1,155,155,PixelPulse VR Gaming System,Durable and spacious camping tent for outdoor enthusiasts,946642.61,155
1,156,156,VentiCool Air Purifier,Virtual reality gaming system for an immersive gaming experience,33271.04,156
1,157,157,SwiftServe Salad Spinner,Challenging puzzle for hours of entertainment and brain stimulation,958381.86,157
1,158,158,QuantumDrive Laptop,Posture corrector for improved posture and back support,398098.38,158
1,159,159,AeroSwift Drone,Lightweight and breathable running jacket for active lifestyles,239796.91,159
1,160,160,UrbanHarmony Noise-Canceling Headphones,Adjustable jump rope for an effective and fun cardio workout,682482.11,160
1,161,161,QuantumQuirk Puzzle,Colorful kite for outdoor fun and recreational flying,580891.03,161
1,162,162,UrbanVogue Fashion Sketchbook,Essential oil set for aromatherapy and relaxation,89011.15,162
1,163,163,UrbanHarmony Noise-Canceling Headphones,Garden wind spinner powered by solar energy for visual delight,10548.87,163
1,164,164,PixelPulse Gaming Console,Vegan protein powder for a plant-powered and nutritious boost,789855.07,164
1,165,165,SparkSwift Electric Scooter,Facial cleansing brush for deep and gentle skincare,109584.01,165
1,166,166,AquaAdventures Kayak,Stylish writing journal for jotting down thoughts and ideas,104156.86,166
1,167,167,SkySculpt Standing Desk,Fire starter kit for hassle-free campfires and outdoor cooking,529348.83,167
1,168,168,UrbanHarmony Noise-Canceling Headphones,Plush and luxurious bathrobe for ultimate comfort,76951.13,168
1,169,169,SwiftShift Adjustable Desk Chair,Portable fire pit for cozy and enjoyable outdoor gatherings,808575.63,169
1,170,170,GemScape Jewelry Organizer,Watercolor paint set for artistic expression and creativity,94574.57,170
1,171,171,DreamDaze Sleep Mask,Retro arcade console for nostalgic gaming experiences,66921.02,171
1,172,172,TerraTrek Camping Tent,Embroidery kit for crafting beautiful and personalized designs,923458.26,172
1,173,173,ZenMist Aromatherapy Diffuser,Flower arranging kit for creating stunning floral arrangements,789088.51,173
1,174,174,AquaArts Watercolor Paint Set,GPS navigation device for accurate and reliable tracking.,229044.76,174
1,175,175,EcoVista Recycled Glassware Set,High-tech smartwatch with advanced health monitoring features,471023.25,175
1,176,176,SwiftSpark Fire Starter Kit,Powerful and sleek laptop for seamless productivity and entertainment,564756.21,176
1,177,177,SwiftServe Salad Spinner,Premium coffee maker for rich and aromatic brews at home,685317.21,177
1,178,178,BlazeBurst Fire Pit,Wireless earbuds with fast charging for on-the-go music enthusiasts,981938.54,178
1,179,179,SonicStitch Embroidery Kit,Smart water bottle that glows to remind you to stay hydrated,929575.89,179
1,180,180,SparkFlare Smart LED Bulbs,Versatile fitness band for tracking workouts and achieving fitness goals,555866.45,180
1,181,181,ApolloFlex Resistance Bands,Energy-efficient smart thermostat for home climate control,851401.65,181
1,182,182,SwiftSync Smart Thermostat,Noise-canceling headphones for immersive audio experiences,850928.88,182
1,183,183,AquaArts Watercolor Paint Set,Luxurious massage chair for ultimate relaxation and stress relief,510107.87,183
1,184,184,TechRover Robot Vacuum,Smart LED bulbs with customizable lighting for any mood,708844.42,184
1,185,185,SparkFlare Smart LED Bulbs,Eco-friendly bamboo cutting board for sustainable kitchen practices,391492.25,185
1,186,186,StellarSplash Waterproof Bluetooth Speaker,Air purifier with advanced filtration for clean and fresh indoor air,680307.19,186
1,187,187,PulsePoint Acupressure Mat,Portable charger powered by solar energy for eco-friendly charging,195900.52,187
1,188,188,UrbanGourmet Kitchen Knife Set,Aromatherapy diffuser for creating a calming and soothing atmosphere,920717.58,188
1,189,189,FusionFuel Protein Bars,Memory foam pillow for optimal comfort and neck support,344054.55,189
1,190,190,ZenGlow Yoga Mat,High-performance electric razor for a smooth and precise shave,45890.14,190
1,191,191,NeoPulse Gaming Mouse,Protein bars for a delicious and nutritious on-the-go snack,576531.75,191
1,192,192,PowerPetal Flower Arranging Kit,Comprehensive garden tools set for effortless gardening,696458.23,192
1,193,193,UrbanUplift Standing Desk Converter,Professional DSLR camera for capturing stunning photos and videos,581705.84,193
1,194,194,SwiftShift Adjustable Desk Chair,Durable and spacious travel backpack for all your adventures,642768.43,194
1,195,195,DreamDaze Sleep Mask,Compact Bluetooth speaker with powerful and clear sound,300133.64,195
1,196,196,TechRover Robot Vacuum,Comfortable sleep mask for a restful and undisturbed night's sleep,504591.9,196
1,197,197,GemStone Aromatherapy Necklace,Smart home security system for peace of mind,546657.13,197
1,198,198,AeroSwift Drone,Non-slip and eco-friendly yoga mat for the perfect practice,853795.66,198
1,199,199,SwiftStream Fishing Rod,Smart robot vacuum for automated and efficient cleaning,531895.95,199
1,200,200,AquaRevive Shower Head,All-in-one indoor plant kit for easy and vibrant plant care,181992.67,200
1,201,201,QuantumQuest Adventure Backpack,Smart fitness scale for tracking weight and body metrics,682755.69,201
1,202,202,SparkFlare Smart LED Bulbs,Stylish jewelry organizer for keeping your accessories in order,297604.92,202
1,203,203,UrbanHarmony Noise-Canceling Headphones,Smart mirror with interactive features for a futuristic grooming experience,907253.63,203
1,204,204,EcoFusion Bamboo Cutting Board,Revitalizing shower head for a spa-like shower experience,40316.22,204
1,205,205,SwiftShift Adjustable Desk Chair,Precision gaming mouse for enhanced gaming performance,78944.32,205
1,206,206,PixelPulse VR Gaming System,Insulated travel mug to keep your beverages hot or cold,501541.79,206
1,207,207,GemStone Aromatherapy Necklace,High-resolution 4K monitor for crystal-clear visuals,286684.9,207
1,208,208,EcoFusion Bamboo Cutting Board,Lightweight and comfortable running shoes for active individuals,737256.41,208
1,209,209,EchoEssence Essential Oil Set,Compact drone with advanced features for aerial photography and fun,271006.27,209
1,210,210,UrbanHarmony Noise-Canceling Headphones,Meditation cushion for comfortable and mindful meditation sessions,943253.38,210
1,211,211,SwiftStream Fishing Rod,Virtual reality headset for immersive gaming and experiences,405382.13,211
1,212,212,UrbanScape City Map Art,Versatile resistance bands for effective strength training workouts,700327.63,212
1,213,213,ZenVibes Meditation Bowl,Stylish desk organizer for a clutter-free and organized workspace,153409.39,213
1,214,214,DreamDaze Sleep Mask,Organic skincare set for a natural and radiant complexion,540522.33,214
1,215,215,SnapFresh Garden Tools Set,Electric scooter for convenient and eco-friendly urban commuting,750621.28,215
1,216,216,AquaRevive Shower Head,Solar-powered outdoor lights for energy-efficient illumination,842542.62,216
1,217,217,TerraTrack GPS Navigation Device,Durable and comfortable hiking boots for outdoor adventures,22707.46,217
1,218,218,TurboFlex Blender,Smart pet feeder for scheduled and controlled pet feeding,398651.13,218
1,219,219,PixelCraft DSLR Camera,3D printer for bringing your creative ideas to life,434322.53,219
1,220,220,SkySculpt Standing Desk,Adjustable standing desk for a healthier and ergonomic work setup,59821.34,220
1,221,221,DreamDaze Sleep Mask,Plush and luxurious spa towel set for a pampering experience,175169.58,221
1,222,222,AquaRevive Shower Head,Powerful blender for smooth and delicious smoothies and shakes,249064.48,222
1,223,223,PulsePower Jump Rope,Gaming console for high-quality gaming experiences,669861.96,223
1,224,224,StellarSplash Waterproof Bluetooth Speaker,Artistic city map prints for stylish home decor,538676.9,224
1,225,225,UrbanVogue Fashion Sketchbook,Solar-powered charger for on-the-go eco-friendly charging,322302.09,225
1,226,226,QuantumQuench Water Bottle,Efficient salad spinner for quick and easy salad preparation,403493.37,226
1,227,227,SwiftStream Fishing Rod,Classic roller skates for a fun and nostalgic skating experience,959453.48,227
1,228,228,PowerPetal Flower Arranging Kit,Engaging board game for exciting adventures and challenges,157993.1,228
1,229,229,SnapFresh Garden Tools Set,Inflatable kayak for thrilling water adventures,537518.15,229
1,230,230,SolarSurge Portable Power Station,Portable beach umbrella for shade and relaxation under the sun,568432.46,230
1,231,231,SparkSwift Electric Scooter,High-quality kitchen knife set for precision and durability,109779.79,231
1,232,232,PowerFlex Fitness Band,Aromatherapy necklace with stylish gemstone accents,521344.05,232
1,233,233,EchoChic Smart Mirror,Percussive massage gun for muscle recovery and relaxation,418440.61,233
1,234,234,NovaQuest Telescope,Telescope for stargazing and exploring the wonders of the night sky,320781.24,234
1,235,235,FitSync Smart Fitness Scale,Artistic outdoor sculpture powered by solar energy,927757.47,235
1,236,236,SwiftStream Fishing Rod,High-performance binoculars for clear and detailed observation,846732.68,236
1,237,237,SunSavor Beach Umbrella,Insulated water bottle for keeping your drinks cold or hot,100193.04,237
1,238,238,NovaGlide Electric Razor,Ergonomic and adjustable desk chair for comfortable seating,278579.63,238
1,239,239,QuantumDrive Laptop,Recycled glassware set for sustainable and stylish drinking,745350.81,239
1,240,240,SolarScape Outdoor Lights,Space-themed art print for cosmic-inspired decor,21177.36,240
1,241,241,EchoElegance Silk Pillowcases,Electric guitar for aspiring musicians and seasoned players,426983.3,241
1,242,242,QuantumQuill 3D Printer,Durable and spacious camping tent for outdoor enthusiasts,987485.43,242
1,243,243,EchoChic Smart Mirror,Virtual reality gaming system for an immersive gaming experience,329188.16,243
1,244,244,ZenGlow Yoga Mat,Challenging puzzle for hours of entertainment and brain stimulation,722579.91,244
1,245,245,SonicScape Electric Guitar,Posture corrector for improved posture and back support,230432.15,245
1,246,246,AquaRevive Shower Head,Lightweight and breathable running jacket for active lifestyles,788881.58,246
1,247,247,PulsePoint Acupressure Mat,Adjustable jump rope for an effective and fun cardio workout,170875.78,247
1,248,248,VentiCool Air Purifier,Colorful kite for outdoor fun and recreational flying,94849.87,248
1,249,249,TurboFlex Blender,Essential oil set for aromatherapy and relaxation,865631.64,249
1,250,250,UrbanSprint Running Jacket,Garden wind spinner powered by solar energy for visual delight,835121.2,250
1,251,251,PowerFlex Fitness Band,Vegan protein powder for a plant-powered and nutritious boost,458449.01,251
1,252,252,FitSync Smart Fitness Scale,Facial cleansing brush for deep and gentle skincare,972259.44,252
1,253,253,ZenNourish Vegan Protein Powder,Stylish writing journal for jotting down thoughts and ideas,875304.15,253
1,254,254,SolarSwirl Garden Wind Spinner,Fire starter kit for hassle-free campfires and outdoor cooking,641828.83,254
1,255,255,SnugFit Memory Foam Pillow,Plush and luxurious bathrobe for ultimate comfort,386700.0,255
1,256,256,QuantumQuirk Puzzle,Portable fire pit for cozy and enjoyable outdoor gatherings,261718.25,256
1,257,257,EchoSprint Running Shoes,Watercolor paint set for artistic expression and creativity,682201.1,257
1,258,258,TerraTrack GPS Navigation Device,Retro arcade console for nostalgic gaming experiences,826192.98,258
1,259,259,AquaAlign Posture Corrector,Embroidery kit for crafting beautiful and personalized designs,212011.49,259
1,260,260,QuantumQuell Stress Ball,Flower arranging kit for creating stunning floral arrangements,669985.62,260
1,261,261,TurboCharge Wireless Earbuds,GPS navigation device for accurate and reliable tracking.,723818.46,261
1,262,262,VivaVista Virtual Reality Headset,High-tech smartwatch with advanced health monitoring features,158585.31,262
1,263,263,SolarSwirl Garden Wind Spinner,Powerful and sleek laptop for seamless productivity and entertainment,648501.37,263
1,264,264,SkySculpt Standing Desk,Premium coffee maker for rich and aromatic brews at home,92047.17,264
1,265,265,PixelPulse VR Gaming System,Wireless earbuds with fast charging for on-the-go music enthusiasts,221537.81,265
1,266,266,UrbanUplift Standing Desk Converter,Smart water bottle that glows to remind you to stay hydrated,779367.55,266
1,267,267,ZenGlow Yoga Mat,Versatile fitness band for tracking workouts and achieving fitness goals,510805.1,267
1,268,268,SunSavor Beach Umbrella,Energy-efficient smart thermostat for home climate control,97334.36,268
1,269,269,AquaGlow Smart Water Bottle,Noise-canceling headphones for immersive audio experiences,148489.5,269
1,270,270,VivaGlow Facial Cleansing Brush,Luxurious massage chair for ultimate relaxation and stress relief,850484.47,270
1,271,271,AquaLuxe Spa Towel Set,Smart LED bulbs with customizable lighting for any mood,419568.72,271
1,272,272,VivaView Binoculars,Eco-friendly bamboo cutting board for sustainable kitchen practices,928848.27,272
1,273,273,BlazeTrail Hiking Boots,Air purifier with advanced filtration for clean and fresh indoor air,197932.41,273
1,274,274,SolarSculpt Outdoor Sculpture,Portable charger powered by solar energy for eco-friendly charging,738094.61,274
1,275,275,StellarWatch Pro,Aromatherapy diffuser for creating a calming and soothing atmosphere,77279.94,275
1,276,276,DreamDaze Sleep Mask,Memory foam pillow for optimal comfort and neck support,623535.74,276
1,277,277,PowerFlex Fitness Band,High-performance electric razor for a smooth and precise shave,376326.61,277
1,278,278,SwiftSpark Fire Starter Kit,Protein bars for a delicious and nutritious on-the-go snack,733434.97,278
1,279,279,PuraVibe Massage Chair,Comprehensive garden tools set for effortless gardening,117052.14,279
1,280,280,EchoSprint Running Shoes,Professional DSLR camera for capturing stunning photos and videos,514284.83,280
1,281,281,AquaArts Watercolor Paint Set,Durable and spacious travel backpack for all your adventures,956452.61,281
1,282,282,SolarScape Outdoor Lights,Compact Bluetooth speaker with powerful and clear sound,90057.9,282
1,283,283,SolarSculpt Outdoor Sculpture,Comfortable sleep mask for a restful and undisturbed night's sleep,531266.77,283
1,284,284,PixelPlay Retro Arcade Console,Smart home security system for peace of mind,729023.22,284
